table,form,weighting,pre_vol_control,covariance,formula,term,coefficient,se,t,p,ci_low,ci_high,n,r_squared
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q4],-0.014719855841752172,0.01912289827033373,-0.7697502561412352,0.45091277544854197,-0.054744541911563714,0.02530483022805937,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q1],-0.003497558751921548,0.02141621709700099,-0.16331356448620085,0.8719961427215223,-0.0483222162903751,0.041327098786532,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q2],-0.011795454652670404,,,,,,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q3],-0.036128699275102955,,,,,,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q4],-0.04456662180106933,0.015636176045321165,-2.8502251235784124,0.01023721898155605,-0.0772935143828895,-0.011839729219249147,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),Negative_tfidf_z,-0.006870517422484802,0.00803433829391134,-0.8551441538989569,0.4031262631670855,-0.02368658073289505,0.009945545887925443,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_pre_vol,-0.032539134892214557,0.022407672593692873,-1.4521425532330121,0.16277630758339498,-0.07943893263411955,0.014360662849690446,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_size,-0.0013776775495192633,0.002750194118651779,-0.5009382938374688,0.6221683198006407,-0.007133899994149695,0.004378544895111168,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_turnover,0.017478678631900748,0.010880645237982727,1.6064009302394366,0.1246778268545622,-0.005294773578680315,0.04025213084248181,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_words,0.00488533796767122,0.012181363990972085,0.4010501591851181,0.692857617198108,-0.020610549880936548,0.03038122581627899,754,0.046652916948619505
Table 6,10-Q,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),pre_return,0.018733191227409282,0.032498124847550595,0.5764391427286062,0.5710848326828253,-0.049286165801678467,0.08675254825649703,754,0.046652916948619505
